Date,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
2020-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21 00:00:00+00:00,5.269444249279842,3.9382482671707626,7.574673657809909,19.157511586610372,5.025378159706518,34.957275677826026,12.787822892528037,8.124191812168684,10.336892819904362,15.116091583360205,7.084076177432494,9.3621270752715,9.235552773487806,7.339808675653855,10.086589491325533,4.59745454266821,6.6651627325116385,4.88710780959828,12.826926283654647,4.6479920674268715,12.207217517357137,12.535019711318498,7.746866822751687,22.530134054297623,2.003713549111019,15.44672634720028
2020-03-22 00:00:00+00:00,0.0,2.625498844780508,1.6832608128466466,3.499930001399972,1.884516809889944,4.750033213122857,0.7750195692441234,2.031047953042171,0.8988602452090748,1.0077394388906804,2.3613587258108315,0.0,0.513086265193767,0.0,2.3276744979982,2.298727271334105,1.5381144767334551,0.0,3.8480778850963944,0.0,0.0,0.0,3.443051921222972,1.1265067027148812,2.6716180654813586,4.21274354923644
2020-03-23 00:00:00+00:00,0.0,0.0,0.8416304064233233,1.8420684217894587,0.0,9.203189350425536,1.9375489231103085,12.186287718253027,4.044871103440837,0.0,1.1806793629054158,0.0,0.0,2.446602891884618,1.5517829986654665,0.0,4.101638604622546,0.0,0.0,0.0,0.0,0.0,1.721525960611486,4.506026810859525,0.0,7.72336317360014
2020-03-24 00:00:00+00:00,0.0,1.312749422390254,10.941195283503202,3.8683436857578637,0.6281722699633148,8.535215929830136,1.9375489231103085,3.385079921736952,2.2471506130226873,3.0232183166720414,0.0,0.0,2.565431325968835,-2.446602891884618,1.5517829986654665,3.8312121188901744,1.5381144767334551,0.0,3.8480778850963944,3.098661378284581,0.0,4.387256898961474,6.025340862140201,4.506026810859525,0.6679045163703397,7.0212392487274
2020-03-25 00:00:00+00:00,0.0,3.9382482671707626,0.8416304064233233,3.13151631704208,1.884516809889944,10.984451805346607,4.650117415464741,4.062095906084342,2.696580735627225,1.0077394388906804,1.1806793629054158,0.0,6.157035182325204,4.893205783769236,3.103565997330933,3.06496969511214,3.0762289534669103,3.25807187306552,3.8480778850963944,3.098661378284581,0.0,4.387256898961474,2.5822889409172287,11.265067027148811,0.6679045163703397,2.10637177461822
2020-03-26 00:00:00+00:00,0.0,2.625498844780508,4.208152032116616,2.3946889483262965,0.0,10.984451805346607,2.3250587077323703,2.031047953042171,4.943731348649911,9.069654950016124,1.1806793629054158,0.0,5.13086265193767,0.0,2.3276744979982,2.298727271334105,4.101638604622546,4.88710780959828,3.8480778850963944,1.5493306891422904,3.051804379339284,6.267509855659249,3.443051921222972,14.644587135293456,0.6679045163703397,4.21274354923644
2020-03-27 00:00:00+00:00,0.0,10.501995379122032,2.52489121926997,4.4209642122947015,5.653550429669832,12.097740839672278,1.9375489231103085,4.062095906084342,2.2471506130226873,4.030957755562722,3.542038088716247,0.0,4.617776386743903,12.23301445942309,5.431240495329133,3.8312121188901744,2.563524127889092,4.88710780959828,8.978848398558252,3.098661378284581,3.051804379339284,5.6407588700933236,1.721525960611486,16.897600540723214,1.3358090327406793,4.9148674741091805
2020-03-28 00:00:00+00:00,0.0,6.563747111951272,0.0,1.657861579610513,7.538067239559776,11.875083032807144,3.4875880615985557,4.739111890431733,1.3482903678136124,3.0232183166720414,0.0,9.3621270752715,4.617776386743903,0.0,3.8794574966636666,1.53248484755607,0.5127048255778183,1.62903593653276,6.413463141827323,0.0,10.681315327687495,5.6407588700933236,2.5822889409172287,3.3795201081446433,0.0,2.80849569949096
2020-03-29 00:00:00+00:00,0.0,9.18924595673178,5.04978243853994,3.8683436857578637,6.281722699633147,6.976611281774197,3.4875880615985557,4.062095906084342,0.8988602452090748,0.0,1.1806793629054158,0.0,1.539258795581301,0.0,3.8794574966636666,6.12993939022428,3.588933779044728,1.62903593653276,0.0,0.0,0.0,5.6407588700933236,-0.860762980305743,7.885546919004168,2.003713549111019,2.80849569949096
2020-03-30 00:00:00+00:00,0.0,6.563747111951272,4.208152032116616,3.13151631704208,10.678928589376351,11.726644494897055,0.7750195692441234,1.3540319686947808,6.292021716463525,1.0077394388906804,1.1806793629054158,12.482836100362002,10.26172530387534,4.893205783769236,5.431240495329133,9.19490908533642,6.1524579069338206,0.0,7.696155770192789,0.0,4.577706569008926,8.774513797922948,3.443051921222972,3.3795201081446433,0.0,2.80849569949096
2020-03-31 00:00:00+00:00,0.0,3.9382482671707626,3.3665216256932933,3.13151631704208,3.1408613498165736,14.324318908323617,1.1625293538661852,2.7080639373895616,4.4943012260453745,0.0,0.0,6.241418050181001,3.591603856356369,4.893205783769236,0.7758914993327333,3.06496969511214,4.101638604622546,6.51614374613104,7.696155770192789,0.0,4.577706569008926,3.7605059133955487,0.860762980305743,1.1265067027148812,0.6679045163703397,4.9148674741091805
2020-04-01 00:00:00+00:00,0.0,2.625498844780508,0.8416304064233233,3.6841368435789175,5.653550429669832,17.73840528025567,2.712568492354432,4.739111890431733,5.842591593858987,10.077394388906804,0.0,0.0,1.026172530387534,4.893205783769236,1.5517829986654665,2.298727271334105,7.177867558089456,1.62903593653276,1.2826926283654647,4.6479920674268715,1.525902189669642,1.8802529566977744,4.303814901528716,5.632533513574406,1.3358090327406793,14.74460242232754
2020-04-02 00:00:00+00:00,5.269444249279842,34.13148498214661,3.3665216256932933,2.2104821061473507,1.884516809889944,12.914152798177767,2.712568492354432,3.385079921736952,14.831194045949736,7.054176072234762,5.9033968145270785,3.1207090250905005,10.26172530387534,2.446602891884618,0.7758914993327333,6.12993939022428,2.563524127889092,3.25807187306552,20.523082053847435,0.0,1.525902189669642,6.894260841225172,0.0,6.759040216289287,1.3358090327406793,4.9148674741091805
2020-04-03 00:00:00+00:00,10.538888498559684,11.814744801512287,0.0,7.184066844978891,0.6281722699633148,17.73840528025567,1.1625293538661852,0.6770159843473904,7.1908819616725985,19.147049338922926,1.1806793629054158,0.0,6.157035182325204,0.0,6.9830234939946,11.493636356670523,6.6651627325116385,4.88710780959828,1.2826926283654647,3.098661378284581,1.525902189669642,8.147762812357023,2.5822889409172287,2.2530134054297624,0.6679045163703397,14.0424784974548
2020-04-04 00:00:00+00:00,0.0,51.19722747321991,5.04978243853994,3.499930001399972,13.819789939192924,14.992292328919019,1.5500391384882468,2.7080639373895616,10.336892819904362,2.015478877781361,3.542038088716247,3.1207090250905005,6.157035182325204,9.786411567538472,0.7758914993327333,22.221030289563014,17.944668895223643,47.24204215945004,2.5653852567309294,4.6479920674268715,0.0,4.387256898961474,2.5822889409172287,14.644587135293456,0.0,7.0212392487274
2020-04-05 00:00:00+00:00,0.0,10.501995379122032,4.208152032116616,10.868203688557807,6.909894969596462,27.386910244411474,6.200156553952987,18.956447561726932,11.235753065113435,4.030957755562722,7.084076177432494,12.482836100362002,1.539258795581301,9.786411567538472,15.517829986654666,14.558606051782663,13.843030290601094,9.77421561919656,8.978848398558252,6.197322756569162,0.0,5.014007884527398,0.0,15.771093838008335,0.6679045163703397,20.36159382130946
2020-04-06 00:00:00+00:00,5.269444249279842,7.876496534341525,0.8416304064233233,1.8420684217894587,3.769033619779888,15.363388673694242,2.3250587077323703,3.385079921736952,14.831194045949736,9.069654950016124,3.542038088716247,6.241418050181001,8.72246650829404,24.46602891884618,8.534806492660065,3.06496969511214,7.690572383667275,6.51614374613104,5.130770513461859,0.0,0.0,2.507003942263699,2.5822889409172287,14.644587135293456,1.3358090327406793,7.0212392487274
2020-04-07 00:00:00+00:00,1.7564814164266143,3.9382482671707626,1.6832608128466466,7.552480529336782,3.1408613498165736,21.4493687280079,0.0,2.031047953042171,8.988602452090749,2.015478877781361,3.542038088716247,9.3621270752715,6.670121447518971,2.446602891884618,7.758914993327333,3.06496969511214,7.690572383667275,1.62903593653276,5.130770513461859,0.0,0.0,1.8802529566977744,3.443051921222972,9.01205362171905,1.3358090327406793,18.25522204669124
2020-04-08 00:00:00+00:00,5.269444249279842,24.94223902541483,0.8416304064233233,5.710412107547323,12.563445399266294,23.45328898979411,10.075254400173606,13.540319686947807,16.628914536367883,6.046436633344083,14.168152354864988,6.241418050181001,6.670121447518971,12.23301445942309,7.758914993327333,14.558606051782663,4.101638604622546,9.77421561919656,8.978848398558252,6.197322756569162,4.577706569008926,6.894260841225172,3.443051921222972,11.265067027148811,2.6716180654813586,21.063717746182203
2020-04-09 00:00:00+00:00,5.269444249279842,23.629489603024574,13.466086502773173,14.368133689957782,13.819789939192924,21.004053114277635,3.4875880615985557,6.770159843473904,18.876065149390573,19.147049338922926,14.168152354864988,18.724254150543,18.47110554697561,9.786411567538472,13.190155488656467,11.493636356670523,12.304915813867641,19.54843123839312,20.523082053847435,1.5493306891422904,12.207217517357137,9.401264783488871,2.5822889409172287,32.66869437873155,6.0111406473330575,6.3191153238546605
2020-04-10 00:00:00+00:00,17.564814164266142,53.82272631800042,2.52489121926997,12.341858425989376,13.19161766922961,26.570498285905984,3.4875880615985557,10.155239765210856,12.58404343292705,9.069654950016124,11.806793629054157,3.1207090250905005,6.157035182325204,9.786411567538472,7.758914993327333,11.493636356670523,9.741391685978547,11.40325155572932,19.240389425481972,6.197322756569162,9.155413138017853,5.6407588700933236,3.443051921222972,12.391573729863694,2.6716180654813586,11.93610672283658
2020-04-11 00:00:00+00:00,10.538888498559684,15.75299306868305,8.416304064233232,15.104961058673563,23.242373988642644,36.515880325881966,7.362685907819173,20.310479530421713,19.774925394599645,12.092873266688166,20.071549169392068,0.0,9.235552773487806,17.126220243192325,40.34635796530213,8.428666661558385,20.508193023112735,11.40325155572932,17.957696797116505,12.394645513138324,0.0,15.66877463914812,5.164577881834457,23.656640757012504,6.0111406473330575,6.3191153238546605
2020-04-12 00:00:00+00:00,10.538888498559684,30.193236714975843,6.7330432513865865,9.210342108947295,24.498718528569277,32.06272418857929,8.91272504630742,12.863303702600419,17.527774781576962,8.061915511125443,15.348831717770404,12.482836100362002,6.670121447518971,4.893205783769236,10.086589491325533,3.06496969511214,27.17335575562437,45.61300622291728,14.109618912020112,13.943976202280615,10.681315327687495,11.90826872575257,6.886103842445944,23.656640757012504,2.6716180654813586,31.5955766192733
2020-04-13 00:00:00+00:00,15.808332747839529,11.814744801512287,5.891412844963263,9.02613526676835,20.101512638826073,30.578338809478396,6.5876663385750485,4.739111890431733,29.662388091899473,20.154788777813607,20.071549169392068,12.482836100362002,10.26172530387534,26.912631810730797,21.724961981316532,13.792363628004628,13.843030290601094,39.09686247678624,7.696155770192789,3.098661378284581,15.259021896696423,11.281517740186647,7.746866822751687,27.036160865157147,3.3395225818516985,17.5530981218185
2020-04-14 00:00:00+00:00,10.538888498559684,73.51396765385424,5.04978243853994,16.02599526956829,15.076134479119553,36.14478398110674,8.91272504630742,13.540319686947807,26.066947111063172,9.069654950016124,17.710190443581237,9.3621270752715,11.287897834262875,19.572823135076945,88.4516309239316,25.285999984675154,18.45737372080146,22.80650311145864,16.67500416875104,10.845314823996032,6.103608758678568,8.774513797922948,9.468392783363173,57.45184183845895,6.679045163703397,23.17008952080042
2020-04-15 00:00:00+00:00,0.0,45.94622978365889,14.307716909196495,5.34199842318943,20.101512638826073,17.07043185966027,2.3250587077323703,5.416127874779123,24.26922662064502,6.046436633344083,7.084076177432494,9.3621270752715,18.47110554697561,4.893205783769236,26.380310977312934,7.662424237780349,8.203277209245092,8.1451796826638,10.261541026923718,6.197322756569162,4.577706569008926,11.90826872575257,0.860762980305743,10.13856032443393,3.3395225818516985,6.3191153238546605
2020-04-16 00:00:00+00:00,17.564814164266142,10.501995379122032,12.62445609634985,6.26303263408416,10.678928589376351,27.238471706501382,2.712568492354432,1.3540319686947808,28.31409772408586,9.069654950016124,9.445434903243326,0.0,20.010364342556915,9.786411567538472,17.06961298532013,10.727393932892488,20.508193023112735,6.51614374613104,7.696155770192789,20.141298958849777,1.525902189669642,8.147762812357023,6.886103842445944,15.771093838008335,6.0111406473330575,4.9148674741091805
2020-04-17 00:00:00+00:00,3.5129628328532285,43.320730938878384,1.6832608128466466,9.02613526676835,4.397205889743203,33.02757468499487,3.875097846220617,4.062095906084342,35.504979685758464,9.069654950016124,24.79426662101373,3.1207090250905005,1.026172530387534,12.23301445942309,-0.7758914993327333,29.88345452734336,19.995488197534915,6.51614374613104,12.826926283654647,3.098661378284581,9.155413138017853,5.6407588700933236,1.721525960611486,29.289174270586912,8.682758712814415,32.297700544146046
2020-04-18 00:00:00+00:00,12.295369914986301,19.69124133585381,5.891412844963263,3.499930001399972,4.397205889743203,21.300930190097812,4.262607630842679,4.062095906084342,24.26922662064502,9.069654950016124,2.3613587258108315,6.241418050181001,8.72246650829404,7.339808675653855,24.828527978647465,15.324848475560698,6.6651627325116385,21.177467174925876,3.8480778850963944,23.23996033713436,3.051804379339284,5.014007884527398,0.860762980305743,12.391573729863694,1.3358090327406793,4.9148674741091805
2020-04-19 00:00:00+00:00,1.7564814164266143,2.625498844780508,3.3665216256932933,1.1052410530736754,5.653550429669832,8.535215929830136,0.0,0.0,2.2471506130226873,4.030957755562722,8.26475554033791,15.603545125452502,4.104690121550136,7.339808675653855,24.828527978647465,2.298727271334105,4.614343430200365,19.54843123839312,6.413463141827323,0.0,22.888532845044633,3.7605059133955487,3.443051921222972,9.01205362171905,9.350663229184756,1.40424784974548
2020-04-20 00:00:00+00:00,1.7564814164266143,35.444234404536864,0.8416304064233233,4.4209642122947015,15.076134479119553,9.203189350425536,5.812646769330926,0.0,13.033473555531586,6.046436633344083,9.445434903243326,3.1207090250905005,3.078517591162602,17.126220243192325,15.517829986654666,3.06496969511214,8.715982034822913,34.20975466718796,3.8480778850963944,0.0,6.103608758678568,8.774513797922948,1.721525960611486,10.13856032443393,15.361803876517813,11.93610672283658
2020-04-21 00:00:00+00:00,7.025925665706457,47.25897920604915,18.515868941313112,1.8420684217894587,9.422584049449721,23.082192645018885,2.3250587077323703,2.031047953042171,10.7863229425089,6.046436633344083,8.26475554033791,3.1207090250905005,2.565431325968835,2.446602891884618,13.190155488656467,19.922303018228906,5.639753081356002,47.24204215945004,8.978848398558252,1.5493306891422904,1.525902189669642,4.387256898961474,2.5822889409172287,10.13856032443393,0.0,4.21274354923644
2020-04-22 00:00:00+00:00,3.5129628328532285,52.50997689561017,15.990977722043143,1.657861579610513,5.653550429669832,38.074484973937906,6.200156553952987,0.0,35.504979685758464,5.038697194453402,11.806793629054157,18.724254150543,9.748639038681574,0.0,23.276744979982,19.922303018228906,9.22868686040073,112.40347962076044,15.392311540385577,29.43728309370352,10.681315327687495,10.028015769054797,0.0,15.771093838008335,4.007427098222038,25.978585220291382
2020-04-23 00:00:00+00:00,3.5129628328532285,39.38248267170762,0.8416304064233233,1.2894478952526214,-1.884516809889944,20.855614576367547,0.3875097846220617,3.385079921736952,22.022076007622335,2.015478877781361,2.3613587258108315,0.0,1.026172530387534,26.912631810730797,41.8981409639676,3.06496969511214,5.127048255778184,14.661323428794839,6.413463141827323,4.6479920674268715,-1.525902189669642,1.2535019711318496,6.025340862140201,13.518080432578573,5.343236130962717,36.51044409338248
2020-04-24 00:00:00+00:00,5.269444249279842,49.88447805082966,1.6832608128466466,1.2894478952526214,5.653550429669832,15.882923556379556,0.0,0.6770159843473904,11.235753065113435,1.0077394388906804,1.1806793629054158,6.241418050181001,0.513086265193767,26.912631810730797,5.431240495329133,30.649696951121395,17.944668895223643,37.467826540253476,3.8480778850963944,3.098661378284581,0.0,0.6267509855659248,5.164577881834457,18.0241072434381,3.3395225818516985,2.10637177461822
2020-04-25 00:00:00+00:00,1.7564814164266143,45.94622978365889,2.52489121926997,2.7631026326841885,3.769033619779888,22.859534838153753,1.1625293538661852,7.447175827821295,44.49358213784921,3.0232183166720414,0.0,6.241418050181001,7.696293977906506,12.23301445942309,23.276744979982,22.221030289563014,6.6651627325116385,37.467826540253476,3.8480778850963944,29.43728309370352,15.259021896696423,11.281517740186647,1.721525960611486,10.13856032443393,4.007427098222038,-2.80849569949096
2020-04-26 00:00:00+00:00,1.7564814164266143,23.629489603024574,14.307716909196495,0.1842068421789459,0.6281722699633148,6.828172743864108,-1.1625293538661852,0.0,8.988602452090749,0.0,8.26475554033791,3.1207090250905005,31.298262176819787,14.67961735130771,10.086589491325533,1.53248484755607,6.1524579069338206,19.54843123839312,10.261541026923718,9.295984134853743,4.577706569008926,3.7605059133955487,0.860762980305743,2.2530134054297624,0.0,0.70212392487274
2020-04-27 00:00:00+00:00,3.5129628328532285,9.18924595673178,2.52489121926997,1.8420684217894587,0.6281722699633148,9.42584715729067,7.362685907819173,2.7080639373895616,6.741451839068062,3.0232183166720414,4.722717451621663,0.0,7.183207712712738,24.46602891884618,9.3106979919928,9.19490908533642,11.792210988289822,4.88710780959828,35.91539359423301,10.845314823996032,-1.525902189669642,11.90826872575257,-0.860762980305743,14.644587135293456,0.0,4.21274354923644
2020-04-28 00:00:00+00:00,0.0,0.0,0.0,1.8420684217894587,1.2563445399266295,16.031362094289644,1.5500391384882468,0.0,13.932333800740661,6.046436633344083,2.3613587258108315,3.1207090250905005,1.539258795581301,2.446602891884618,2.3276744979982,3.8312121188901744,5.127048255778184,8.1451796826638,23.088467310578366,3.098661378284581,0.0,16.295525624714045,0.0,14.644587135293456,3.3395225818516985,17.5530981218185
2020-04-29 00:00:00+00:00,8.782407082133071,13.127494223902543,3.3665216256932933,1.4736547374315672,1.2563445399266295,15.066511597874063,0.0,0.6770159843473904,9.887462697299823,8.061915511125443,7.084076177432494,0.0,6.670121447518971,7.339808675653855,3.103565997330933,1.53248484755607,5.127048255778184,9.77421561919656,2.5653852567309294,1.5493306891422904,0.0,33.21780223499401,0.860762980305743,14.644587135293456,8.014854196444077,7.0212392487274
2020-04-30 00:00:00+00:00,0.0,15.75299306868305,0.8416304064233233,0.3684136843578918,0.6281722699633148,7.941461778189778,0.7750195692441234,0.6770159843473904,4.943731348649911,4.030957755562722,7.084076177432494,0.0,8.209380243100272,2.446602891884618,6.207131994661866,2.298727271334105,3.0762289534669103,6.51614374613104,11.544233655289183,13.943976202280615,3.051804379339284,3.1337549278296244,0.0,14.644587135293456,2.6716180654813586,3.5106196243637
2020-05-01 00:00:00+00:00,45.66851682709197,22.316740180634323,2.52489121926997,1.4736547374315672,1.2563445399266295,9.57428569520076,3.1000782769764936,0.6770159843473904,7.1908819616725985,4.030957755562722,4.722717451621663,-3.1207090250905005,8.209380243100272,7.339808675653855,4.6553489959964,4.59745454266821,6.1524579069338206,9.77421561919656,15.392311540385577,21.690629647992065,-1.525902189669642,3.1337549278296244,0.860762980305743,10.13856032443393,1.3358090327406793,9.829734948218361
2020-05-02 00:00:00+00:00,1.7564814164266143,11.814744801512287,4.208152032116616,2.026275263968405,2.512689079853259,11.50398668803192,0.0,2.031047953042171,11.685183187717975,1.0077394388906804,3.542038088716247,9.3621270752715,1.539258795581301,146.7961735130771,4.6553489959964,5.363696966446244,7.177867558089456,22.80650311145864,11.544233655289183,0.0,3.051804379339284,0.6267509855659248,0.860762980305743,34.92170778416132,0.0,2.80849569949096
2020-05-03 00:00:00+00:00,0.0,15.75299306868305,3.3665216256932933,0.3684136843578918,0.6281722699633148,8.089900316099866,1.5500391384882468,2.031047953042171,5.39316147125445,-1.0077394388906804,1.1806793629054158,0.0,1.026172530387534,53.825263621461595,4.6553489959964,6.896181814002314,2.050819302311273,9.77421561919656,3.8480778850963944,10.845314823996032,1.525902189669642,4.387256898961474,-0.860762980305743,7.885546919004168,-0.6679045163703397,2.10637177461822
2020-05-04 00:00:00+00:00,8.782407082133071,19.69124133585381,4.208152032116616,2.7631026326841885,0.6281722699633148,4.750033213122857,2.3250587077323703,0.6770159843473904,4.044871103440837,1.0077394388906804,2.3613587258108315,0.0,3.078517591162602,53.825263621461595,6.207131994661866,1.53248484755607,2.563524127889092,4.88710780959828,28.219237824040224,48.02925136341101,1.525902189669642,9.401264783488871,0.0,7.885546919004168,0.0,2.10637177461822
2020-05-05 00:00:00+00:00,0.0,1.312749422390254,22.724020973429727,0.9210342108947294,1.2563445399266295,7.867242509234733,1.9375489231103085,0.0,5.842591593858987,6.046436633344083,3.542038088716247,0.0,-8.72246650829404,4.893205783769236,4.6553489959964,1.53248484755607,0.5127048255778183,14.661323428794839,8.978848398558252,13.943976202280615,1.525902189669642,3.1337549278296244,0.860762980305743,82.23498929818632,4.007427098222038,3.5106196243637
2020-05-06 00:00:00+00:00,1.7564814164266143,26.254988447805086,15.149347315619819,0.3684136843578918,0.0,3.3398671029770095,0.3875097846220617,0.6770159843473904,4.4943012260453745,0.0,-1.1806793629054158,-12.482836100362002,-4.104690121550136,2.446602891884618,3.103565997330933,3.06496969511214,2.050819302311273,3.25807187306552,-1.2826926283654647,10.845314823996032,-9.155413138017853,3.7605059133955487,0.0,6.759040216289287,0.0,2.10637177461822
